Datum von;Datum bis;Netzlast [MWh] Berechnete Auflösungen;Netzlast inkl. Pumpspeicher [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
21.03.2025 23:00;22.03.2025 00:00;49.916,00;51.685,25;1.769,25;12.466,50
22.03.2025 00:00;22.03.2025 01:00;46.861,00;47.763,25;902,25;9.778,50
22.03.2025 01:00;22.03.2025 02:00;45.076,25;46.375,25;1.299,00;8.408,75
22.03.2025 02:00;22.03.2025 03:00;44.484,25;46.812,00;2.327,75;8.662,50
22.03.2025 03:00;22.03.2025 04:00;44.431,25;46.586,75;2.155,50;9.154,25
22.03.2025 04:00;22.03.2025 05:00;44.728,25;46.740,00;2.011,75;10.229,75
22.03.2025 05:00;22.03.2025 06:00;45.457,00;47.489,00;2.032,00;11.400,75
22.03.2025 06:00;22.03.2025 07:00;46.510,75;48.298,25;1.787,50;11.961,25
22.03.2025 07:00;22.03.2025 08:00;49.337,50;51.939,75;2.602,25;12.231,50
22.03.2025 08:00;22.03.2025 09:00;51.925,50;55.467,50;3.542,00;9.782,25
22.03.2025 09:00;22.03.2025 10:00;53.917,25;58.016,00;4.098,75;7.369,75
22.03.2025 10:00;22.03.2025 11:00;52.416,00;57.210,75;4.794,75;2.908,75
22.03.2025 11:00;22.03.2025 12:00;51.904,00;56.960,75;5.056,75;1.057,75
22.03.2025 12:00;22.03.2025 13:00;50.271,50;54.943,00;4.671,50;-799,75
22.03.2025 13:00;22.03.2025 14:00;48.888,75;53.560,75;4.672,00;-1.643,50
22.03.2025 14:00;22.03.2025 15:00;48.575,75;53.025,25;4.449,50;193,25
22.03.2025 15:00;22.03.2025 16:00;49.231,75;53.121,25;3.889,50;2.922,50
22.03.2025 16:00;22.03.2025 17:00;50.964,00;54.020,25;3.056,25;8.228,25
22.03.2025 17:00;22.03.2025 18:00;53.196,50;53.599,50;403,00;17.480,50
22.03.2025 18:00;22.03.2025 19:00;55.700,00;55.757,00;57,00;22.520,00
22.03.2025 19:00;22.03.2025 20:00;55.383,25;55.504,50;121,25;22.146,50
22.03.2025 20:00;22.03.2025 21:00;52.511,00;53.367,75;856,75;18.226,75
22.03.2025 21:00;22.03.2025 22:00;49.809,00;51.235,50;1.426,50;15.445,75
22.03.2025 22:00;22.03.2025 23:00;48.197,25;49.704,25;1.507,00;15.437,50
22.03.2025 23:00;23.03.2025 00:00;45.760,00;48.047,75;2.287,75;14.878,50
23.03.2025 00:00;23.03.2025 01:00;43.081,50;44.809,00;1.727,50;12.926,75
23.03.2025 01:00;23.03.2025 02:00;41.129,75;42.537,75;1.408,00;11.735,50
23.03.2025 02:00;23.03.2025 03:00;39.794,25;40.738,25;944,00;11.469,00
23.03.2025 03:00;23.03.2025 04:00;39.523,00;40.328,50;805,50;12.675,75
23.03.2025 04:00;23.03.2025 05:00;40.050,25;40.757,75;707,50;14.552,50
23.03.2025 05:00;23.03.2025 06:00;40.457,00;41.102,25;645,25;15.360,00
23.03.2025 06:00;23.03.2025 07:00;40.569,00;41.002,50;433,50;15.084,25
23.03.2025 07:00;23.03.2025 08:00;42.666,50;42.854,75;188,25;16.105,00
23.03.2025 08:00;23.03.2025 09:00;46.721,00;47.139,50;418,50;16.400,75
23.03.2025 09:00;23.03.2025 10:00;50.003,50;50.876,00;872,50;15.396,00
23.03.2025 10:00;23.03.2025 11:00;51.293,75;54.068,75;2.775,00;13.877,25
23.03.2025 11:00;23.03.2025 12:00;52.428,25;55.579,00;3.150,75;12.882,25
23.03.2025 12:00;23.03.2025 13:00;51.758,50;55.532,25;3.773,75;12.564,50
23.03.2025 13:00;23.03.2025 14:00;49.666,50;53.514,25;3.847,75;13.119,00
23.03.2025 14:00;23.03.2025 15:00;47.802,25;50.612,75;2.810,50;15.421,25
23.03.2025 15:00;23.03.2025 16:00;47.088,00;47.996,00;908,00;19.863,50
23.03.2025 16:00;23.03.2025 17:00;47.421,00;48.315,75;894,75;27.263,75
23.03.2025 17:00;23.03.2025 18:00;50.686,50;51.124,00;437,50;37.268,00
23.03.2025 18:00;23.03.2025 19:00;53.748,25;53.754,25;6,00;44.323,00
23.03.2025 19:00;23.03.2025 20:00;54.156,00;54.157,75;1,75;45.760,50
23.03.2025 20:00;23.03.2025 21:00;52.055,50;52.067,75;12,25;44.137,50
23.03.2025 21:00;23.03.2025 22:00;50.300,25;50.622,50;322,25;43.097,75
23.03.2025 22:00;23.03.2025 23:00;48.356,00;48.803,00;447,00;42.581,50
23.03.2025 23:00;24.03.2025 00:00;45.268,50;45.397,50;129,00;40.732,00
24.03.2025 00:00;24.03.2025 01:00;42.597,00;43.280,75;683,75;39.041,75
24.03.2025 01:00;24.03.2025 02:00;41.043,75;42.537,50;1.493,75;38.397,25
24.03.2025 02:00;24.03.2025 03:00;40.436,75;42.251,00;1.814,25;38.123,00
24.03.2025 03:00;24.03.2025 04:00;40.986,75;42.896,75;1.910,00;39.015,25
24.03.2025 04:00;24.03.2025 05:00;42.630,50;43.452,50;822,00;40.846,00
24.03.2025 05:00;24.03.2025 06:00;46.360,50;46.915,00;554,50;44.606,50
24.03.2025 06:00;24.03.2025 07:00;53.833,00;53.842,50;9,50;51.580,75
24.03.2025 07:00;24.03.2025 08:00;59.048,75;59.051,50;2,75;54.057,00
24.03.2025 08:00;24.03.2025 09:00;61.647,75;61.648,75;1,00;51.659,75
24.03.2025 09:00;24.03.2025 10:00;61.979,50;61.982,75;3,25;46.452,00
24.03.2025 10:00;24.03.2025 11:00;61.990,25;62.240,25;250,00;41.812,25
24.03.2025 11:00;24.03.2025 12:00;63.105,75;64.834,50;1.728,75;38.898,50
24.03.2025 12:00;24.03.2025 13:00;62.999,25;66.996,25;3.997,00;36.193,50
24.03.2025 13:00;24.03.2025 14:00;61.993,75;66.382,50;4.388,75;34.807,50
24.03.2025 14:00;24.03.2025 15:00;60.161,00;65.495,50;5.334,50;34.918,25
24.03.2025 15:00;24.03.2025 16:00;59.152,25;62.525,50;3.373,25;38.486,00
24.03.2025 16:00;24.03.2025 17:00;58.368,00;59.295,25;927,25;44.433,25
24.03.2025 17:00;24.03.2025 18:00;59.788,50;59.797,75;9,25;52.375,75
24.03.2025 18:00;24.03.2025 19:00;62.231,00;62.237,00;6,00;58.038,75
24.03.2025 19:00;24.03.2025 20:00;62.474,00;62.480,00;6,00;58.197,25
24.03.2025 20:00;24.03.2025 21:00;59.043,25;59.049,50;6,25;54.652,25
24.03.2025 21:00;24.03.2025 22:00;55.514,25;55.575,00;60,75;50.942,25
24.03.2025 22:00;24.03.2025 23:00;52.358,25;52.655,00;296,75;47.754,00
24.03.2025 23:00;25.03.2025 00:00;48.924,25;49.583,50;659,25;44.283,75
25.03.2025 00:00;25.03.2025 01:00;46.146,75;47.018,25;871,50;40.915,50
25.03.2025 01:00;25.03.2025 02:00;45.023,25;46.578,00;1.554,75;39.188,25
25.03.2025 02:00;25.03.2025 03:00;44.393,25;46.710,50;2.317,25;38.149,25
25.03.2025 03:00;25.03.2025 04:00;45.393,25;48.198,25;2.805,00;38.359,00
25.03.2025 04:00;25.03.2025 05:00;46.958,00;49.328,50;2.370,50;39.322,50
25.03.2025 05:00;25.03.2025 06:00;50.385,75;50.872,25;486,50;42.188,50
25.03.2025 06:00;25.03.2025 07:00;57.340,50;57.352,75;12,25;48.012,75
25.03.2025 07:00;25.03.2025 08:00;62.404,00;62.413,75;9,75;49.451,50
25.03.2025 08:00;25.03.2025 09:00;65.144,50;65.311,25;166,75;46.531,00
25.03.2025 09:00;25.03.2025 10:00;66.056,50;67.403,00;1.346,50;40.787,25
25.03.2025 10:00;25.03.2025 11:00;65.740,75;69.483,50;3.742,75;34.123,25
25.03.2025 11:00;25.03.2025 12:00;64.805,75;69.225,25;4.419,50;28.132,50
25.03.2025 12:00;25.03.2025 13:00;63.997,00;68.681,25;4.684,25;25.054,50
25.03.2025 13:00;25.03.2025 14:00;62.603,50;67.575,00;4.971,50;23.563,75
25.03.2025 14:00;25.03.2025 15:00;61.541,25;67.148,00;5.606,75;23.949,50
25.03.2025 15:00;25.03.2025 16:00;61.012,25;64.833,00;3.820,75;28.883,75
25.03.2025 16:00;25.03.2025 17:00;61.488,75;62.909,50;1.420,75;36.944,25
25.03.2025 17:00;25.03.2025 18:00;62.956,00;63.133,25;177,25;46.666,00
25.03.2025 18:00;25.03.2025 19:00;65.134,75;65.146,00;11,25;52.221,25
25.03.2025 19:00;25.03.2025 20:00;65.111,50;65.117,00;5,50;51.292,75
25.03.2025 20:00;25.03.2025 21:00;61.385,50;61.396,00;10,50;47.092,75
25.03.2025 21:00;25.03.2025 22:00;58.249,00;58.512,00;263,00;43.337,25
25.03.2025 22:00;25.03.2025 23:00;54.578,50;55.673,25;1.094,75;39.674,50
25.03.2025 23:00;26.03.2025 00:00;50.678,25;52.468,50;1.790,25;35.601,00
26.03.2025 00:00;26.03.2025 01:00;47.271,25;48.834,25;1.563,00;32.695,25
26.03.2025 01:00;26.03.2025 02:00;45.275,25;47.481,25;2.206,00;31.205,50
26.03.2025 02:00;26.03.2025 03:00;44.501,00;47.674,25;3.173,25;30.362,50
26.03.2025 03:00;26.03.2025 04:00;44.742,75;47.595,25;2.852,50;30.403,50
26.03.2025 04:00;26.03.2025 05:00;46.347,25;48.892,75;2.545,50;31.524,00
26.03.2025 05:00;26.03.2025 06:00;49.905,00;50.421,50;516,50;35.070,00
26.03.2025 06:00;26.03.2025 07:00;57.163,00;57.321,50;158,50;41.417,00
26.03.2025 07:00;26.03.2025 08:00;61.283,25;61.296,25;13,00;44.117,50
26.03.2025 08:00;26.03.2025 09:00;64.259,00;64.326,00;67,00;44.714,00
26.03.2025 09:00;26.03.2025 10:00;65.137,50;65.296,75;159,25;42.788,25
26.03.2025 10:00;26.03.2025 11:00;65.757,50;65.910,00;152,50;41.548,75
26.03.2025 11:00;26.03.2025 12:00;66.520,75;67.380,50;859,75;40.818,50
26.03.2025 12:00;26.03.2025 13:00;66.268,00;68.133,50;1.865,50;39.713,00
26.03.2025 13:00;26.03.2025 14:00;66.425,50;68.646,25;2.220,75;40.026,25
26.03.2025 14:00;26.03.2025 15:00;64.912,50;66.814,75;1.902,25;40.594,75
26.03.2025 15:00;26.03.2025 16:00;63.673,25;64.609,75;936,50;43.186,75
26.03.2025 16:00;26.03.2025 17:00;62.823,50;63.483,00;659,50;46.777,75
26.03.2025 17:00;26.03.2025 18:00;63.401,50;63.472,00;70,50;52.632,75
26.03.2025 18:00;26.03.2025 19:00;64.889,75;64.898,50;8,75;56.739,00
26.03.2025 19:00;26.03.2025 20:00;64.512,75;64.516,00;3,25;56.660,00
26.03.2025 20:00;26.03.2025 21:00;61.772,50;61.779,00;6,50;53.749,00
26.03.2025 21:00;26.03.2025 22:00;58.056,25;58.177,25;121,00;50.269,00
26.03.2025 22:00;26.03.2025 23:00;54.174,25;54.229,50;55,25;46.628,50
26.03.2025 23:00;27.03.2025 00:00;50.103,75;50.405,25;301,50;42.687,75
27.03.2025 00:00;27.03.2025 01:00;47.413,00;47.851,50;438,50;39.655,00
27.03.2025 01:00;27.03.2025 02:00;45.769,75;46.644,50;874,75;37.770,25
27.03.2025 02:00;27.03.2025 03:00;44.882,50;46.459,25;1.576,75;36.464,25
27.03.2025 03:00;27.03.2025 04:00;45.464,00;47.297,00;1.833,00;36.325,75
27.03.2025 04:00;27.03.2025 05:00;46.665,25;47.620,75;955,50;36.862,75
27.03.2025 05:00;27.03.2025 06:00;50.772,75;51.218,25;445,50;40.546,50
27.03.2025 06:00;27.03.2025 07:00;57.085,25;57.161,50;76,25;46.508,00
27.03.2025 07:00;27.03.2025 08:00;61.148,25;61.200,50;52,25;46.558,50
27.03.2025 08:00;27.03.2025 09:00;63.669,75;63.899,25;229,50;42.704,00
27.03.2025 09:00;27.03.2025 10:00;63.050,25;64.660,50;1.610,25;34.477,75
27.03.2025 10:00;27.03.2025 11:00;62.668,00;67.400,00;4.732,00;27.653,25
27.03.2025 11:00;27.03.2025 12:00;62.527,75;67.378,25;4.850,50;22.400,00
27.03.2025 12:00;27.03.2025 13:00;61.663,25;66.260,50;4.597,25;18.403,50
27.03.2025 13:00;27.03.2025 14:00;60.518,00;65.446,50;4.928,50;17.392,25
27.03.2025 14:00;27.03.2025 15:00;59.084,00;64.420,25;5.336,25;19.140,25
27.03.2025 15:00;27.03.2025 16:00;58.768,25;63.590,75;4.822,50;25.501,25
27.03.2025 16:00;27.03.2025 17:00;58.383,50;59.248,25;864,75;34.671,25
27.03.2025 17:00;27.03.2025 18:00;60.940,50;61.193,00;252,50;47.581,75
27.03.2025 18:00;27.03.2025 19:00;63.439,75;63.443,50;3,75;55.596,75
27.03.2025 19:00;27.03.2025 20:00;64.219,00;64.220,00;1,00;55.917,75
27.03.2025 20:00;27.03.2025 21:00;61.232,50;61.235,25;2,75;52.005,00
27.03.2025 21:00;27.03.2025 22:00;57.727,25;58.001,50;274,25;47.859,25
27.03.2025 22:00;27.03.2025 23:00;53.848,75;53.973,25;124,50;43.443,00
27.03.2025 23:00;28.03.2025 00:00;49.934,00;50.190,50;256,50;39.048,00
28.03.2025 00:00;28.03.2025 01:00;47.357,75;47.728,75;371,00;36.048,75
28.03.2025 01:00;28.03.2025 02:00;45.639,00;46.571,25;932,25;33.485,75
28.03.2025 02:00;28.03.2025 03:00;45.604,75;47.832,00;2.227,25;32.893,00
28.03.2025 03:00;28.03.2025 04:00;46.493,50;49.029,75;2.536,25;32.970,50
28.03.2025 04:00;28.03.2025 05:00;47.868,75;49.742,50;1.873,75;33.914,00
28.03.2025 05:00;28.03.2025 06:00;51.331,25;51.643,75;312,50;36.269,75
28.03.2025 06:00;28.03.2025 07:00;57.229,50;57.239,75;10,25;40.598,50
28.03.2025 07:00;28.03.2025 08:00;61.328,00;61.517,75;189,75;37.592,75
28.03.2025 08:00;28.03.2025 09:00;63.147,75;64.618,75;1.471,00;30.590,00
28.03.2025 09:00;28.03.2025 10:00;63.201,25;67.512,75;4.311,50;22.550,75
28.03.2025 10:00;28.03.2025 11:00;60.790,25;66.681,50;5.891,25;13.609,75
28.03.2025 11:00;28.03.2025 12:00;58.998,50;64.865,25;5.866,75;7.275,00
28.03.2025 12:00;28.03.2025 13:00;57.016,50;62.317,75;5.301,25;5.443,50
28.03.2025 13:00;28.03.2025 14:00;55.057,50;59.953,75;4.896,25;7.144,00
28.03.2025 14:00;28.03.2025 15:00;54.242,50;59.777,50;5.535,00;11.287,75
28.03.2025 15:00;28.03.2025 16:00;54.243,25;59.031,00;4.787,75;18.728,50
28.03.2025 16:00;28.03.2025 17:00;54.551,25;56.605,25;2.054,00;30.651,25
28.03.2025 17:00;28.03.2025 18:00;56.984,75;57.268,50;283,75;44.234,00
28.03.2025 18:00;28.03.2025 19:00;59.363,75;59.365,25;1,50;51.611,00
28.03.2025 19:00;28.03.2025 20:00;60.166,50;60.168,00;1,50;51.553,00
28.03.2025 20:00;28.03.2025 21:00;56.677,75;56.756,50;78,75;47.368,75
28.03.2025 21:00;28.03.2025 22:00;53.617,75;53.842,25;224,50;44.197,00
28.03.2025 22:00;28.03.2025 23:00;50.188,25;50.395,50;207,25;41.222,00
28.03.2025 23:00;29.03.2025 00:00;46.589,00;46.832,50;243,50;37.981,75
29.03.2025 00:00;29.03.2025 01:00;43.635,75;43.835,75;200,00;35.547,75
29.03.2025 01:00;29.03.2025 02:00;40.994,75;41.026,75;32,00;32.974,50
29.03.2025 02:00;29.03.2025 03:00;39.647,00;39.705,25;58,25;30.872,00
29.03.2025 03:00;29.03.2025 04:00;39.669,50;39.808,75;139,25;29.899,00
29.03.2025 04:00;29.03.2025 05:00;40.290,25;40.521,00;230,75;29.230,75
29.03.2025 05:00;29.03.2025 06:00;40.732,75;40.986,75;254,00;28.451,75
29.03.2025 06:00;29.03.2025 07:00;42.414,00;42.682,00;268,00;29.181,00
29.03.2025 07:00;29.03.2025 08:00;45.379,75;45.603,25;223,50;29.071,25
29.03.2025 08:00;29.03.2025 09:00;48.263,00;49.021,25;758,25;26.762,25
29.03.2025 09:00;29.03.2025 10:00;50.469,25;52.710,75;2.241,50;21.603,50
29.03.2025 10:00;29.03.2025 11:00;52.171,25;57.421,25;5.250,00;17.831,75
29.03.2025 11:00;29.03.2025 12:00;52.543,00;58.422,75;5.879,75;15.087,75
29.03.2025 12:00;29.03.2025 13:00;51.700,75;57.433,75;5.733,00;13.538,25
29.03.2025 13:00;29.03.2025 14:00;50.052,50;55.873,00;5.820,50;10.880,00
29.03.2025 14:00;29.03.2025 15:00;48.957,50;54.635,25;5.677,75;11.754,25
29.03.2025 15:00;29.03.2025 16:00;48.816,25;54.349,50;5.533,25;14.504,25
29.03.2025 16:00;29.03.2025 17:00;49.420,50;52.701,50;3.281,00;20.513,50
29.03.2025 17:00;29.03.2025 18:00;50.626,75;50.773,25;146,50;31.276,00
29.03.2025 18:00;29.03.2025 19:00;52.427,00;52.429,50;2,50;40.512,25
29.03.2025 19:00;29.03.2025 20:00;52.325,25;52.330,50;5,25;41.720,75
29.03.2025 20:00;29.03.2025 21:00;49.757,50;49.765,25;7,75;38.745,75
